reading text file
WARNING:tensorflow:From /root/word-rnn-tensorflow/model.py:27: __init__ (from tensorflow.python.ops.rnn_cell_impl) is deprecated and will be removed in a future version.
Instructions for updating:
This class is deprecated, please use tf.nn.rnn_cell.LSTMCell, which supports all the feature this cell currently has. Please replace the existing code with tf.nn.rnn_cell.LSTMCell(name='basic_lstm_cell').
7300/28300 (epoch 12), train_loss = 4.360, time/batch = 2.197
7350/28300 (epoch 12), train_loss = 4.322, time/batch = 2.153
7400/28300 (epoch 13), train_loss = 4.505, time/batch = 2.186
7450/28300 (epoch 13), train_loss = 4.328, time/batch = 2.172
7500/28300 (epoch 13), train_loss = 4.492, time/batch = 2.143
7550/28300 (epoch 13), train_loss = 4.440, time/batch = 2.168
7600/28300 (epoch 13), train_loss = 4.288, time/batch = 2.231
7650/28300 (epoch 13), train_loss = 4.434, time/batch = 2.206
7700/28300 (epoch 13), train_loss = 4.255, time/batch = 2.201
7750/28300 (epoch 13), train_loss = 4.304, time/batch = 2.108
7800/28300 (epoch 13), train_loss = 4.309, time/batch = 2.151
7850/28300 (epoch 13), train_loss = 4.112, time/batch = 2.213
7900/28300 (epoch 13), train_loss = 4.263, time/batch = 2.191
7950/28300 (epoch 14), train_loss = 4.363, time/batch = 2.127
8000/28300 (epoch 14), train_loss = 4.375, time/batch = 2.182
model saved to save/model.ckpt
8050/28300 (epoch 14), train_loss = 4.203, time/batch = 2.173
8100/28300 (epoch 14), train_loss = 4.109, time/batch = 2.208
8150/28300 (epoch 14), train_loss = 4.161, time/batch = 2.187
8200/28300 (epoch 14), train_loss = 3.972, time/batch = 2.219
8250/28300 (epoch 14), train_loss = 4.005, time/batch = 2.080
8300/28300 (epoch 14), train_loss = 4.121, time/batch = 2.224
8350/28300 (epoch 14), train_loss = 4.097, time/batch = 2.212
8400/28300 (epoch 14), train_loss = 4.036, time/batch = 2.139
8450/28300 (epoch 14), train_loss = 4.119, time/batch = 2.160
8500/28300 (epoch 15), train_loss = 4.206, time/batch = 2.215
8550/28300 (epoch 15), train_loss = 4.078, time/batch = 2.183
8600/28300 (epoch 15), train_loss = 4.120, time/batch = 2.240
8650/28300 (epoch 15), train_loss = 4.144, time/batch = 2.134
8700/28300 (epoch 15), train_loss = 4.112, time/batch = 2.161
8750/28300 (epoch 15), train_loss = 4.033, time/batch = 2.177
8800/28300 (epoch 15), train_loss = 4.054, time/batch = 2.138
8850/28300 (epoch 15), train_loss = 3.965, time/batch = 2.162
8900/28300 (epoch 15), train_loss = 3.896, time/batch = 2.157
8950/28300 (epoch 15), train_loss = 4.003, time/batch = 2.141
9000/28300 (epoch 15), train_loss = 3.998, time/batch = 2.200
model saved to save/model.ckpt
9050/28300 (epoch 15), train_loss = 4.044, time/batch = 2.180
9100/28300 (epoch 16), train_loss = 4.106, time/batch = 2.144
9150/28300 (epoch 16), train_loss = 3.980, time/batch = 1.999
9200/28300 (epoch 16), train_loss = 4.021, time/batch = 2.168
9250/28300 (epoch 16), train_loss = 3.879, time/batch = 2.184
9300/28300 (epoch 16), train_loss = 4.080, time/batch = 2.202
9350/28300 (epoch 16), train_loss = 3.944, time/batch = 2.294
9400/28300 (epoch 16), train_loss = 4.045, time/batch = 2.197
9450/28300 (epoch 16), train_loss = 3.770, time/batch = 2.252
9500/28300 (epoch 16), train_loss = 3.836, time/batch = 2.174
9550/28300 (epoch 16), train_loss = 3.784, time/batch = 2.213
9600/28300 (epoch 16), train_loss = 3.918, time/batch = 2.142
9650/28300 (epoch 17), train_loss = 3.957, time/batch = 2.179
9700/28300 (epoch 17), train_loss = 3.810, time/batch = 2.116
9750/28300 (epoch 17), train_loss = 3.700, time/batch = 2.175
9800/28300 (epoch 17), train_loss = 3.924, time/batch = 2.160
9850/28300 (epoch 17), train_loss = 3.896, time/batch = 2.185
9900/28300 (epoch 17), train_loss = 3.922, time/batch = 2.191
9950/28300 (epoch 17), train_loss = 3.721, time/batch = 2.196
10000/28300 (epoch 17), train_loss = 3.739, time/batch = 2.156
model saved to save/model.ckpt
10050/28300 (epoch 17), train_loss = 3.780, time/batch = 2.120
10100/28300 (epoch 17), train_loss = 3.703, time/batch = 2.106
10150/28300 (epoch 17), train_loss = 3.585, time/batch = 2.198
10200/28300 (epoch 18), train_loss = 3.943, time/batch = 2.158
10250/28300 (epoch 18), train_loss = 3.815, time/batch = 2.171
10300/28300 (epoch 18), train_loss = 3.856, time/batch = 2.137
10350/28300 (epoch 18), train_loss = 3.684, time/batch = 2.214
10400/28300 (epoch 18), train_loss = 3.777, time/batch = 2.185
10450/28300 (epoch 18), train_loss = 3.733, time/batch = 2.244
10500/28300 (epoch 18), train_loss = 3.713, time/batch = 2.216
10550/28300 (epoch 18), train_loss = 3.840, time/batch = 2.189
10600/28300 (epoch 18), train_loss = 3.691, time/batch = 2.245
10650/28300 (epoch 18), train_loss = 3.702, time/batch = 2.225
10700/28300 (epoch 18), train_loss = 3.740, time/batch = 2.215
10750/28300 (epoch 18), train_loss = 3.812, time/batch = 2.164
10800/28300 (epoch 19), train_loss = 3.775, time/batch = 2.202
10850/28300 (epoch 19), train_loss = 3.619, time/batch = 2.250
10900/28300 (epoch 19), train_loss = 3.622, time/batch = 2.152
10950/28300 (epoch 19), train_loss = 3.527, time/batch = 2.150
11000/28300 (epoch 19), train_loss = 3.723, time/batch = 2.183
model saved to save/model.ckpt
11050/28300 (epoch 19), train_loss = 3.787, time/batch = 2.221
11100/28300 (epoch 19), train_loss = 3.683, time/batch = 2.210
11150/28300 (epoch 19), train_loss = 3.707, time/batch = 2.159
11200/28300 (epoch 19), train_loss = 3.716, time/batch = 2.207
11250/28300 (epoch 19), train_loss = 3.560, time/batch = 2.145
11300/28300 (epoch 19), train_loss = 3.549, time/batch = 2.176
11350/28300 (epoch 20), train_loss = 3.575, time/batch = 2.182
11400/28300 (epoch 20), train_loss = 3.647, time/batch = 2.224
11450/28300 (epoch 20), train_loss = 3.527, time/batch = 2.221
11500/28300 (epoch 20), train_loss = 3.495, time/batch = 2.161
11550/28300 (epoch 20), train_loss = 3.633, time/batch = 2.152
11600/28300 (epoch 20), train_loss = 3.691, time/batch = 2.198
11650/28300 (epoch 20), train_loss = 3.631, time/batch = 2.042
11700/28300 (epoch 20), train_loss = 3.551, time/batch = 2.167
11750/28300 (epoch 20), train_loss = 3.532, time/batch = 2.086
11800/28300 (epoch 20), train_loss = 3.535, time/batch = 2.178
11850/28300 (epoch 20), train_loss = 3.317, time/batch = 2.201
11900/28300 (epoch 21), train_loss = 3.481, time/batch = 2.216
11950/28300 (epoch 21), train_loss = 3.487, time/batch = 2.176
12000/28300 (epoch 21), train_loss = 3.275, time/batch = 2.187
model saved to save/model.ckpt
12050/28300 (epoch 21), train_loss = 3.429, time/batch = 2.238
12100/28300 (epoch 21), train_loss = 3.554, time/batch = 2.175
12150/28300 (epoch 21), train_loss = 3.485, time/batch = 2.131
12200/28300 (epoch 21), train_loss = 3.655, time/batch = 2.165
12250/28300 (epoch 21), train_loss = 3.407, time/batch = 2.160
12300/28300 (epoch 21), train_loss = 3.403, time/batch = 2.224
12350/28300 (epoch 21), train_loss = 3.458, time/batch = 2.233
12400/28300 (epoch 21), train_loss = 3.484, time/batch = 2.189
12450/28300 (epoch 21), train_loss = 3.528, time/batch = 2.153
12500/28300 (epoch 22), train_loss = 3.406, time/batch = 2.161
12550/28300 (epoch 22), train_loss = 3.447, time/batch = 2.191
12600/28300 (epoch 22), train_loss = 3.408, time/batch = 2.147
12650/28300 (epoch 22), train_loss = 3.523, time/batch = 2.207
12700/28300 (epoch 22), train_loss = 3.443, time/batch = 2.208
12750/28300 (epoch 22), train_loss = 3.500, time/batch = 2.184
12800/28300 (epoch 22), train_loss = 3.442, time/batch = 2.180
12850/28300 (epoch 22), train_loss = 3.442, time/batch = 2.218
12900/28300 (epoch 22), train_loss = 3.138, time/batch = 2.176
12950/28300 (epoch 22), train_loss = 3.323, time/batch = 2.195
13000/28300 (epoch 22), train_loss = 3.287, time/batch = 2.166
model saved to save/model.ckpt
13050/28300 (epoch 23), train_loss = 3.376, time/batch = 2.219
13100/28300 (epoch 23), train_loss = 3.500, time/batch = 2.174
13150/28300 (epoch 23), train_loss = 3.302, time/batch = 2.231
13200/28300 (epoch 23), train_loss = 3.279, time/batch = 2.239
13250/28300 (epoch 23), train_loss = 3.339, time/batch = 2.218
13300/28300 (epoch 23), train_loss = 3.324, time/batch = 2.158
13350/28300 (epoch 23), train_loss = 3.305, time/batch = 2.172
13400/28300 (epoch 23), train_loss = 3.397, time/batch = 2.141
13450/28300 (epoch 23), train_loss = 3.112, time/batch = 2.166
13500/28300 (epoch 23), train_loss = 3.199, time/batch = 2.172
13550/28300 (epoch 23), train_loss = 3.076, time/batch = 2.159
13600/28300 (epoch 24), train_loss = 3.333, time/batch = 2.177
13650/28300 (epoch 24), train_loss = 3.364, time/batch = 2.141
13700/28300 (epoch 24), train_loss = 3.196, time/batch = 2.150
13750/28300 (epoch 24), train_loss = 3.310, time/batch = 2.197
13800/28300 (epoch 24), train_loss = 3.203, time/batch = 2.236
13850/28300 (epoch 24), train_loss = 3.322, time/batch = 2.190
13900/28300 (epoch 24), train_loss = 3.125, time/batch = 2.183
13950/28300 (epoch 24), train_loss = 3.158, time/batch = 2.131
14000/28300 (epoch 24), train_loss = 3.081, time/batch = 2.146
model saved to save/model.ckpt
14050/28300 (epoch 24), train_loss = 3.174, time/batch = 2.211
14100/28300 (epoch 24), train_loss = 3.184, time/batch = 2.217
14150/28300 (epoch 25), train_loss = 2.673, time/batch = 1.992
14200/28300 (epoch 25), train_loss = 3.273, time/batch = 2.180
14250/28300 (epoch 25), train_loss = 3.092, time/batch = 2.183
14300/28300 (epoch 25), train_loss = 3.145, time/batch = 2.188
14350/28300 (epoch 25), train_loss = 3.020, time/batch = 2.183
14400/28300 (epoch 25), train_loss = 3.193, time/batch = 2.261
14450/28300 (epoch 25), train_loss = 3.359, time/batch = 2.132
14500/28300 (epoch 25), train_loss = 3.113, time/batch = 2.240
14550/28300 (epoch 25), train_loss = 3.125, time/batch = 2.149
14600/28300 (epoch 25), train_loss = 3.366, time/batch = 2.198
14650/28300 (epoch 25), train_loss = 3.237, time/batch = 2.201
14700/28300 (epoch 25), train_loss = 3.021, time/batch = 2.260
14750/28300 (epoch 26), train_loss = 3.169, time/batch = 2.115
14800/28300 (epoch 26), train_loss = 3.296, time/batch = 2.188
14850/28300 (epoch 26), train_loss = 3.114, time/batch = 2.111
14900/28300 (epoch 26), train_loss = 2.938, time/batch = 2.185
14950/28300 (epoch 26), train_loss = 3.021, time/batch = 2.167
15000/28300 (epoch 26), train_loss = 3.067, time/batch = 2.140
model saved to save/model.ckpt
15050/28300 (epoch 26), train_loss = 3.227, time/batch = 2.127
15100/28300 (epoch 26), train_loss = 3.181, time/batch = 2.164
15150/28300 (epoch 26), train_loss = 3.268, time/batch = 2.159
15200/28300 (epoch 26), train_loss = 3.035, time/batch = 2.158
15250/28300 (epoch 26), train_loss = 3.070, time/batch = 2.150
15300/28300 (epoch 27), train_loss = 3.131, time/batch = 2.169
15350/28300 (epoch 27), train_loss = 3.278, time/batch = 2.148
15400/28300 (epoch 27), train_loss = 3.035, time/batch = 2.133
15450/28300 (epoch 27), train_loss = 3.039, time/batch = 2.144
15500/28300 (epoch 27), train_loss = 3.037, time/batch = 2.178
15550/28300 (epoch 27), train_loss = 3.113, time/batch = 2.177
15600/28300 (epoch 27), train_loss = 2.988, time/batch = 2.218
15650/28300 (epoch 27), train_loss = 3.001, time/batch = 2.198
15700/28300 (epoch 27), train_loss = 2.893, time/batch = 2.130
15750/28300 (epoch 27), train_loss = 3.139, time/batch = 2.218
15800/28300 (epoch 27), train_loss = 3.128, time/batch = 2.192
15850/28300 (epoch 28), train_loss = 3.051, time/batch = 2.077
15900/28300 (epoch 28), train_loss = 3.029, time/batch = 2.234
15950/28300 (epoch 28), train_loss = 2.987, time/batch = 2.198
16000/28300 (epoch 28), train_loss = 2.984, time/batch = 2.176
model saved to save/model.ckpt
16050/28300 (epoch 28), train_loss = 2.930, time/batch = 2.164
16100/28300 (epoch 28), train_loss = 2.985, time/batch = 2.225
16150/28300 (epoch 28), train_loss = 2.928, time/batch = 2.120
16200/28300 (epoch 28), train_loss = 3.022, time/batch = 2.135
16250/28300 (epoch 28), train_loss = 2.882, time/batch = 2.174
16300/28300 (epoch 28), train_loss = 3.113, time/batch = 2.163
16350/28300 (epoch 28), train_loss = 3.094, time/batch = 2.109
16400/28300 (epoch 28), train_loss = 2.835, time/batch = 2.213
16450/28300 (epoch 29), train_loss = 3.069, time/batch = 2.168
16500/28300 (epoch 29), train_loss = 3.043, time/batch = 2.184
16550/28300 (epoch 29), train_loss = 2.835, time/batch = 2.201
16600/28300 (epoch 29), train_loss = 3.009, time/batch = 2.200
16650/28300 (epoch 29), train_loss = 2.890, time/batch = 2.140
16700/28300 (epoch 29), train_loss = 2.793, time/batch = 2.133
16750/28300 (epoch 29), train_loss = 3.069, time/batch = 2.164
16800/28300 (epoch 29), train_loss = 2.878, time/batch = 2.165
16850/28300 (epoch 29), train_loss = 2.891, time/batch = 2.129
16900/28300 (epoch 29), train_loss = 2.845, time/batch = 2.110
16950/28300 (epoch 29), train_loss = 2.916, time/batch = 2.145
17000/28300 (epoch 30), train_loss = 2.914, time/batch = 2.134
model saved to save/model.ckpt
17050/28300 (epoch 30), train_loss = 2.899, time/batch = 2.159
17100/28300 (epoch 30), train_loss = 2.945, time/batch = 2.193
17150/28300 (epoch 30), train_loss = 2.906, time/batch = 2.107
17200/28300 (epoch 30), train_loss = 2.904, time/batch = 2.169
17250/28300 (epoch 30), train_loss = 2.882, time/batch = 2.092
17300/28300 (epoch 30), train_loss = 2.904, time/batch = 2.189
17350/28300 (epoch 30), train_loss = 2.947, time/batch = 2.214
17400/28300 (epoch 30), train_loss = 2.827, time/batch = 2.169
17450/28300 (epoch 30), train_loss = 2.934, time/batch = 2.204
17500/28300 (epoch 30), train_loss = 2.937, time/batch = 2.174
17550/28300 (epoch 31), train_loss = 3.033, time/batch = 2.146
17600/28300 (epoch 31), train_loss = 2.845, time/batch = 2.182
17650/28300 (epoch 31), train_loss = 2.904, time/batch = 2.197
17700/28300 (epoch 31), train_loss = 2.929, time/batch = 2.211
17750/28300 (epoch 31), train_loss = 2.709, time/batch = 2.245
17800/28300 (epoch 31), train_loss = 3.012, time/batch = 2.146
17850/28300 (epoch 31), train_loss = 3.099, time/batch = 2.213
17900/28300 (epoch 31), train_loss = 2.845, time/batch = 2.204
17950/28300 (epoch 31), train_loss = 2.770, time/batch = 2.192
18000/28300 (epoch 31), train_loss = 2.896, time/batch = 2.213
model saved to save/model.ckpt
18050/28300 (epoch 31), train_loss = 2.842, time/batch = 2.169
18100/28300 (epoch 31), train_loss = 2.831, time/batch = 2.156
18150/28300 (epoch 32), train_loss = 2.739, time/batch = 2.117
18200/28300 (epoch 32), train_loss = 2.904, time/batch = 2.192
18250/28300 (epoch 32), train_loss = 2.705, time/batch = 2.152
18300/28300 (epoch 32), train_loss = 2.668, time/batch = 2.092
18350/28300 (epoch 32), train_loss = 2.822, time/batch = 2.181
18400/28300 (epoch 32), train_loss = 2.842, time/batch = 2.165
18450/28300 (epoch 32), train_loss = 2.836, time/batch = 2.162
18500/28300 (epoch 32), train_loss = 2.778, time/batch = 2.200
18550/28300 (epoch 32), train_loss = 2.754, time/batch = 2.180
18600/28300 (epoch 32), train_loss = 2.845, time/batch = 2.203
18650/28300 (epoch 32), train_loss = 2.901, time/batch = 2.080
18700/28300 (epoch 33), train_loss = 2.734, time/batch = 2.218
18750/28300 (epoch 33), train_loss = 2.892, time/batch = 2.116
18800/28300 (epoch 33), train_loss = 2.817, time/batch = 2.250
18850/28300 (epoch 33), train_loss = 2.717, time/batch = 2.178
18900/28300 (epoch 33), train_loss = 2.771, time/batch = 2.194
18950/28300 (epoch 33), train_loss = 2.618, time/batch = 2.196
19000/28300 (epoch 33), train_loss = 2.615, time/batch = 2.151
model saved to save/model.ckpt
19050/28300 (epoch 33), train_loss = 2.826, time/batch = 2.219
19100/28300 (epoch 33), train_loss = 2.602, time/batch = 2.177
19150/28300 (epoch 33), train_loss = 2.677, time/batch = 2.216
19200/28300 (epoch 33), train_loss = 2.735, time/batch = 2.216
19250/28300 (epoch 34), train_loss = 2.745, time/batch = 2.119
19300/28300 (epoch 34), train_loss = 3.089, time/batch = 2.183
19350/28300 (epoch 34), train_loss = 2.735, time/batch = 2.168
19400/28300 (epoch 34), train_loss = 2.838, time/batch = 2.243
19450/28300 (epoch 34), train_loss = 2.738, time/batch = 2.162
19500/28300 (epoch 34), train_loss = 2.717, time/batch = 2.211
19550/28300 (epoch 34), train_loss = 2.707, time/batch = 2.090
19600/28300 (epoch 34), train_loss = 2.587, time/batch = 2.168
19650/28300 (epoch 34), train_loss = 2.746, time/batch = 2.169
19700/28300 (epoch 34), train_loss = 2.739, time/batch = 2.064
19750/28300 (epoch 34), train_loss = 2.875, time/batch = 2.192
19800/28300 (epoch 34), train_loss = 2.740, time/batch = 2.149
19850/28300 (epoch 35), train_loss = 2.829, time/batch = 2.180
19900/28300 (epoch 35), train_loss = 2.665, time/batch = 2.171
19950/28300 (epoch 35), train_loss = 2.768, time/batch = 2.077
20000/28300 (epoch 35), train_loss = 2.589, time/batch = 2.108
model saved to save/model.ckpt
20050/28300 (epoch 35), train_loss = 2.652, time/batch = 2.160
20100/28300 (epoch 35), train_loss = 2.598, time/batch = 2.170
